hostname	location	active	owned	provider	stboot	ipv4_addr_in	ipv4_in_aws	ipv4_score	include_in_country	weight	pubkey	ipv6_addr_in	ipv6_in_aws	ipv6_score	shadowsocks_addr_in	shadowsocks_in_aws	shadowsocks_score	daita	quic_addr_in	quic_in_aws	quic_score
dk-cph-wg-401	dk-cph	True	False	M247	True	146.70.197.194	False	38	True	100	Jjml2TSqKlgzW6UzPiJszaun743QYpyl5jQk8UOQYg0=	2001:ac8:37:97::f001	False	None	None	None	None	False	None	None	None
de-ber-wg-101	de-ber	True	False	DataPacket	True	152.233.51.3	False	42	True	100	lUVTBgHSiV0p+c+fN+mbUHu6mDgbcGRB3xIgiVsP/HY=	2a02:6ea0:5e03:3::f001	False	None	152.233.51.4	False	None	True	152.233.51.5	False	None
de-fra-wg-002	de-fra	True	True	31173	True	185.213.155.74	False	44	True	25	s1c/NsfnqnwQSxao70DY4Co69AFT9e0h88IFuMD5mjs=	2a03:1b20:6:f011::f101	False	None	151.241.163.30	False	None	False	151.241.163.20	False	None
de-fra-wg-101	de-fra	True	False	M247	True	146.70.117.2	False	15	True	100	wxbDlI3xb+Cc05XKb4usdKSzKe1byK7brmsHU2DJB14=	2001:ac8:20:270:1::f001	False	None	146.70.117.16	False	None	True	146.70.117.5	False	None
es-bcn-wg-001	es-bcn	True	False	HostRoyale	True	185.188.61.195	False	10	True	100	asbfbY0oP07dBdmVNDSuO3o5rbkGnR56PkXTGXO7YFg=	2a06:3040:2:210::f001	False	None	None	None	None	False	None	None	None
de-fra-wg-304	de-fra	False	False	xtom	True	194.36.25.48	False	20	True	100	VgNcwWy8MRhfEZY+XSisDM1ykX+uXlHQScOLqqGMLkc=	2a07:fe00:1::a26f	False	None	None	None	None	False	None	None	None
de-fra-wg-102	de-fra	True	False	M247	True	146.70.117.130	False	15	True	100	inG8qBhgEFhcs2EZsT9PezeWBI6+9p8tXeo0BojhpBQ=	2001:ac8:20:270:2::f001	False	None	146.70.117.144	False	None	True	146.70.117.133	False	None
ee-tll-wg-003	ee-tll	True	False	xtom	True	194.127.167.107	False	7	True	100	+8dUgpD7YA4wMPnRQkO7EI7AeYd30QPMKh/hOaaGIXY=	2a07:d880:2::a03f	False	None	None	None	None	False	None	None	None
es-bcn-wg-102	es-bcn	True	False	M247	True	185.253.99.98	False	16	True	100	GqDjspXPQWM3V5nh1M9IhnxgiIwctvxuFyj73oYTRwo=	2001:ac8:17:20::f101	False	None	None	None	None	False	146.70.22.194	False	None
dk-cph-wg-001	dk-cph	True	True	31173	True	45.129.56.67	False	7	True	100	egl+0TkpFU39F5O6r6+hIBMPQLOa8/t5CymOZV6CC3Y=	2a03:1b20:8:f011::f001	False	None	2a03:1b20:8:f011::b001	False	None	False	141.98.254.99	False	None
dk-cph-wg-103	dk-cph	False	True	DataPacket	True	149.88.109.74	False	42	True	100	qwH+UVu3UKbsYiHsvuXmdbvDUs/5pMV6nSCV5eNk7Q8=	2a02:6ea0:470b:0:3::f001	False	None	158.173.46.181	False	None	True	158.173.46.172	False	None
dk-cph-wg-402	dk-cph	True	False	M247	True	146.70.197.130	False	38	True	100	ML0NcFPqy+x+ZJg7y9vfh77hXAOtgueIqp1j+CJVrXM=	2001:ac8:37:96::f001	False	None	None	None	None	False	None	None	None
ee-tll-wg-002	ee-tll	True	False	xtom	True	194.127.167.87	False	7	True	100	vqGmmcERr/PAKDzy6Dxax8g4150rC93kmKYabZuAzws=	2a07:d880:2::a02f	False	None	None	None	None	False	None	None	None
de-fra-wg-302	de-fra	False	False	xtom	True	194.36.25.18	False	20	True	100	A3DbIgPycEJhJ1fQ4zzcajLOKTZsJMeawjdPQiWav20=	2a07:fe00:1::a24f	False	None	None	None	None	False	None	None	None
es-mad-wg-101	es-mad	True	False	DataPacket	True	45.134.213.194	False	44	True	100	oPpPeyiQhUYqtOxwR387dmFfII8OK5LX2RPyns1rx2U=	2a02:6ea0:c318:1::a06f	False	None	None	None	None	False	None	None	None
de-fra-wg-104	de-fra	True	False	M247	True	135.136.19.130	False	38	True	100	WPaUZB1eO0W/F4GMDk8uVgqQfS5q4P9F53/pbLmlDjs=	2001:ac8:20:272::f001	False	None	135.136.19.144	False	None	False	135.136.19.133	False	None
dk-cph-wg-101	dk-cph	False	True	DataPacket	True	149.88.109.72	False	42	True	100	CrS2Bd2IEVpPlg4DzHwfSCoqpNjrM35oiVdoUVKoxiY=	2a02:6ea0:470b:0:1::f001	False	None	158.173.46.12	False	None	True	158.173.46.3	False	None
es-bcn-wg-002	es-bcn	True	False	HostRoyale	True	185.188.61.225	False	10	True	100	SoTWu5Cf7JSfaPVftMrTVzeyICGc7oc+ODl6GfqzUHA=	2a06:3040:2:210::f101	False	None	None	None	None	False	None	None	None
ee-tll-wg-001	ee-tll	True	False	xtom	True	194.127.167.67	False	7	True	100	bdq37KtfoG1Tm7yQcfitdRyGeZOn/c7PwLN+LgG/6nA=	2a07:d880:2::a01f	False	None	None	None	None	False	None	None	None
es-mad-wg-203	es-mad	False	False	M247	True	146.70.74.98	False	33	True	100	CEUbaXAA3Ps8gVTMeKUqfBJjH/BlFU4Cbcu534UcpAo=	2001:ac8:23:84::f001	False	None	146.70.128.162	False	None	True	146.70.128.176	False	None
es-vlc-wg-002	es-vlc	True	False	HostRoyale	True	193.19.207.225	False	14	True	100	JEDqyG7iGjy/rYsE/9H7y0Sz8Sl+KWYYUvkPG7NnCjk=	2a06:3040:3:210::f101	False	None	None	None	None	False	None	None	None
es-vlc-wg-001	es-vlc	True	False	HostRoyale	True	193.19.207.195	False	14	True	100	aEObX8ThiHcN/Y40UqY8dXaGMJsVQUWhrEphbpuQRkw=	2a06:3040:3:210::f001	False	None	None	None	None	False	None	None	None
fi-hel-wg-103	fi-hel	True	True	Blix	True	193.138.7.177	False	11	True	100	Mlvu14bSD6jb7ajH/CiJ/IO8W+spB8H6VmdGkFGOcUQ=	2a02:ed04:3581:3::f001	False	None	None	None	None	False	None	None	None
es-mad-wg-102	es-mad	True	False	DataPacket	True	45.134.213.207	False	44	True	100	1Wo/cQeVHX2q9k95nxN+48lgkGLsPQ+uesRb/9XdY1Y=	2a02:6ea0:c318:2::a07f	False	None	None	None	None	False	None	None	None
es-mad-wg-205	es-mad	True	False	M247	True	135.136.4.130	False	73	True	100	iU/iHnlIwcV3J06NokgORdvooCjn2DpwtmN6xkgAA1Y=	2001:ac8:23:86::f001	False	None	135.136.4.141	False	None	True	135.136.4.151	False	None
fi-hel-wg-102	fi-hel	True	True	Blix	True	193.138.7.157	False	11	True	100	xeHVhXxyyFqUEE+nsu5Tzd/t9en+++4fVFcSFngpcAU=	2a02:ed04:3581:2::f001	False	None	None	None	None	False	None	None	None
es-bcn-wg-101	es-bcn	True	False	M247	True	185.253.99.30	False	16	True	100	TQDQ/SUW7pme5aRWFT4ugr9YAABS/uwJNZgqYKTM+iU=	2001:ac8:17:20::f001	False	None	None	None	None	False	146.70.22.130	False	None
fr-bod-wg-002	fr-bod	True	False	HostRoyale	True	45.134.79.97	False	14	True	100	ZBOJ2w5DqG35T1zjV/F1UgrXkDhNxObnwdm2FUwyu2o=	2a06:3040:4:610::f101	False	None	None	None	None	False	None	None	None
de-fra-wg-005	de-fra	True	True	31173	True	185.209.196.75	False	44	True	25	tpobOO6t18CzHjOg0S3RlZJMxd2tz4+BnRYS7NrjTnM=	2a03:1b20:6:f011::f401	False	None	151.241.163.220	False	None	False	151.241.163.200	False	None
fi-hel-wg-201	fi-hel	True	True	31173	True	185.65.133.5	False	0	True	500	u+Ir9bnz8PtwXoJGQXvCxz6a+1NChEbBIox8KdWarxk=	2a03:1b20:d:f011:1::f001	False	None	185.65.133.7	False	None	False	185.65.133.8	False	None
fr-mrs-wg-001	fr-mrs	True	False	DataPacket	True	138.199.15.162	False	22	True	300	MOk2OTDEaFFN4vsCAgf+qQi6IlY99nCeDEzpXyo65wg=	2a02:6ea0:dc05::a15f	False	None	None	None	None	True	None	None	None
fr-par-wg-006	fr-par	True	True	31173	True	193.32.126.84	False	10	True	100	x0k8A2S7Dx7VNX2Yo2qRPZW/VefIogID5bVynklBugE=	2a03:1b20:9:f011::f501	False	None	2a03:1b20:9:f011::b502	False	None	False	None	None	None
de-fra-wg-003	de-fra	True	True	31173	True	185.209.196.73	False	44	True	25	vVQKs2TeTbdAvl3sH16UWLSESncXAj0oBaNuFIUkLVk=	2a03:1b20:6:f011::f201	False	None	151.241.163.100	False	None	False	151.241.163.90	False	None
fr-bod-wg-001	fr-bod	True	False	HostRoyale	True	45.134.79.67	False	14	True	100	y6dcYS7MPeApbLoWLahjku5w5cufnNkwHzj1iwDPpS0=	2a06:3040:4:610::f001	False	None	None	None	None	False	None	None	None
fi-hel-wg-104	fi-hel	True	True	Blix	True	193.138.7.197	False	11	True	100	keRQGHUbYP2qgDTbYqOsI9byfNb0LOpTZ/KdC67cJiA=	2a02:ed04:3581:4::f001	False	None	None	None	None	False	None	None	None
fr-par-wg-004	fr-par	True	True	31173	True	193.32.126.69	False	10	True	100	E/KjR7nlFouuRXh1pwGDr7iK2TAZ6c4K0LjjmA1A2Tc=	2a03:1b20:9:f011::f301	False	None	None	None	None	False	None	None	None
fr-par-wg-005	fr-par	False	True	31173	True	193.32.126.70	False	10	True	100	cmqtSjWUa4/0bENQDKxdr0vQqf4nFVDodarHm0Pc0hY=	2a03:1b20:9:f011::f401	False	None	None	None	None	False	None	None	None
es-mad-wg-204	es-mad	True	False	M247	True	135.136.16.130	False	0	True	100	wm5CMcNkMDUZUwkOTxu77GWuAIW+2MgLkX5crELsfj0=	2001:ac8:23:85::f001	False	None	135.136.16.141	False	None	True	135.136.16.151	False	None
fi-hel-wg-001	fi-hel	True	True	Creanova	True	185.204.1.203	False	100	True	100	veLqpZazR9j/Ol2G8TfrO32yEhc1i543MCN8rpy1FBA=	2a0c:f040:0:2790::a01f	False	None	None	None	None	False	185.77.218.49	False	None
dk-cph-wg-102	dk-cph	True	True	DataPacket	True	149.88.109.73	False	42	True	100	oFSh/6OxGDc8LY+kCj9SNebPphDGM9UIeln0cseILxs=	2a02:6ea0:470b:0:2::f001	False	None	158.173.46.106	False	None	False	158.173.46.94	False	None
de-fra-wg-301	de-fra	True	False	xtom	True	194.36.25.3	False	20	True	100	dNKRyh2MkJGZdg9jyUJtf9w5GHjX3+/fYatg+xi9TUM=	2a07:fe00:1::a23f	False	None	None	None	None	False	None	None	None
dk-cph-wg-002	dk-cph	False	True	31173	True	45.129.56.68	False	7	True	100	R5LUBgM/1UjeAR4lt+L/yA30Gee6/VqVZ9eAB3ZTajs=	2a03:1b20:8:f011::f101	False	None	2a03:1b20:8:f011::b102	False	None	False	None	None	None
fr-par-wg-001	fr-par	True	True	31173	True	193.32.126.66	False	10	True	100	ov323GyDOEHLT0sNRUUPYiE3BkvFDjpmi1a4fzv49hE=	2a03:1b20:9:f011::a01f	False	None	2a03:1b20:9:f011::b002	False	None	False	None	None	None
fi-hel-wg-003	fi-hel	True	True	Creanova	True	185.204.1.219	False	100	True	25	FKodo9V6BehkNphL+neI0g4/G/cjbZyYhoptSWf3Si4=	2a0c:f040:0:2790::a03f	False	None	2a0c:f040:0:2790::b31	False	None	False	185.77.218.125	False	None
fr-par-wg-003	fr-par	True	True	31173	True	193.32.126.68	False	10	True	100	w4r/o6VImF7l0/De3JpOGnpzjAFv9wcCu8Rop5eZkWc=	2a03:1b20:9:f011::f201	False	None	None	None	None	False	None	None	None
fi-hel-wg-202	fi-hel	True	True	31173	True	185.65.133.85	False	0	True	500	hAbVKL5Q0285gJ28nMSfztw7/FXJb+cxiKD2NMgPpTM=	2a03:1b20:d:f011:2::f001	False	None	185.65.133.87	False	None	False	185.65.133.88	False	None
fr-par-wg-002	fr-par	True	True	31173	True	193.32.126.67	False	10	True	100	R5Ve+PJD24QjNXi2Dim7szwCiOLnv+6hg+WyTudAYmE=	2a03:1b20:9:f011::f101	False	None	None	None	None	False	None	None	None
fr-mrs-wg-002	fr-mrs	True	False	DataPacket	True	138.199.15.146	False	22	True	300	Z0LEgZIPhNj0+/VWknU3roHlVI3qqAfoV6th9NSC0F0=	2a02:6ea0:dc06::a16f	False	None	None	None	None	False	None	None	None
fr-par-wg-301	fr-par	True	False	DataPacket	True	95.173.222.2	False	42	True	100	gCYpOei4ZYsWJ3mOgCdQo6bnsRgdLNJR9SWEA69U7Gw=	2a02:6ea0:1901:2::f001	False	None	95.173.222.5	False	None	False	None	None	None
fr-par-wg-007	fr-par	True	True	31173	True	193.32.126.83	False	10	True	100	D2o4woLw59apODi8NgvVtsbEJOAF5HRxXCp3R4mzGAs=	2a03:1b20:9:f011::3f	False	None	2a03:1b20:9:f011::b602	False	None	False	None	None	None
fi-hel-wg-002	fi-hel	True	True	Creanova	True	185.204.1.211	False	100	True	25	8BbP3GS01dGkN5ENk1Rgedxfd80friyVOABrdMgD3EY=	2a0c:f040:0:2790::a02f	False	None	2a0c:f040:0:2790::b201	False	None	False	185.77.218.84	False	None
gb-lon-wg-003	gb-lon	True	True	31173	True	185.195.232.66	False	34	True	100	VZwE8hrpNzg6SMwn9LtEqonXzSWd5dkFk62PrNWFW3Y=	2a03:1b20:7:f011::a11f	False	None	2a03:1b20:7:f011::b201	False	None	False	None	None	None
fi-hel-wg-101	fi-hel	True	True	Blix	True	193.138.7.137	False	11	True	100	2S3G7Sm9DVG6+uJtlDu4N6ed5V97sTbA5dCSkUelWyk=	2a02:ed04:3581:1::f001	False	None	None	None	None	False	193.138.7.156	False	None
gb-lon-wg-008	gb-lon	True	True	31173	True	141.98.252.138	False	34	True	1	uHkxYjfx6yzPHSdyqYqSEHsgFNFV8QCSV6aghuQK3AA=	2a03:1b20:7:f011::f801	False	None	2a03:1b20:7:f011::c801	False	None	True	None	None	None
fr-par-wg-302	fr-par	True	False	DataPacket	True	95.173.222.31	False	42	True	100	CpbLl0WVeiW+YbJKNod5khzAI03D2hX2dhq2CCYc2Xc=	2a02:6ea0:1901:3::f001	False	None	95.173.222.33	False	None	False	None	None	None
fr-par-wg-101	fr-par	True	False	M247	True	146.70.184.2	False	46	True	100	py4bg/TO5waXCoytaDpddP/qkI0tS1Wv3yAcgZ/A4wA=	2001:ac8:25:3a::f001	False	None	146.70.184.13	False	None	True	146.70.184.23	False	None
gb-lon-wg-202	gb-lon	True	False	xtom	True	185.248.85.18	False	29	True	100	+iQWuT3wb2DCy1u2eUKovhJTCB4aUdJUnpxGtONDIVE=	2a0b:89c1:3::a34f	False	None	None	None	None	False	None	None	None
gb-lon-wg-002	gb-lon	True	True	31173	True	141.98.252.222	False	34	True	1	J57ba81Q8bigy9RXBXvl0DgABTrbl81nb37GuX50gnY=	2a03:1b20:7:f011::a02f	False	None	2a03:1b20:7:f011::b101	False	None	False	None	None	None
gb-lon-wg-203	gb-lon	True	False	xtom	True	185.248.85.33	False	29	True	100	G7XDQqevQOw1SVL7Iarn9PM+RvmI6H/CfkmahBYEG0g=	2a0b:89c1:3::a35f	False	None	None	None	None	False	None	None	None
gb-lon-wg-007	gb-lon	True	True	31173	True	185.195.232.70	False	34	True	100	MVqe9e9aDwfFuvEhEn4Wd/zWV3cmiCX9fZMWetz+23A=	2a03:1b20:7:f011::a15f	False	None	2a03:1b20:7:f011::b601	False	None	False	None	None	None
gb-lon-wg-004	gb-lon	True	True	31173	True	185.195.232.67	False	34	True	100	PLpO9ikFX1garSFaeUpo7XVSMrILrTB8D9ZwQt6Zgwk=	2a03:1b20:7:f011::a12f	False	None	2a03:1b20:7:f011::b301	False	None	False	None	None	None
fi-hel-wg-203	fi-hel	True	True	31173	True	185.65.133.165	False	0	True	500	Ck25URxG+bxlgfJVZ0A6wm7xddltSu5t1yig3CgKBDM=	2a03:1b20:d:f011:3::f001	False	None	185.65.133.167	False	None	False	185.65.133.168	False	None
gb-lon-wg-006	gb-lon	True	True	31173	True	185.195.232.69	False	34	True	100	INRhM0h4T1hi9j28pcC+vRv47bp7DIsNKtagaFZFSBI=	2a03:1b20:7:f011::a14f	False	None	2a03:1b20:7:f011::b501	False	None	False	None	None	None
gb-lon-wg-005	gb-lon	True	True	31173	True	185.195.232.68	False	34	True	100	bG6WulLmMK408n719B8nQJNuTRyRA3Qjm7bsm9d6v2M=	2a03:1b20:7:f011::a13f	False	None	2a03:1b20:7:f011::b401	False	None	False	None	None	None
hk-hkg-wg-201	hk-hkg	True	False	xtom	True	103.125.233.18	False	7	True	100	Oxh13dmwY6nNUa5rVHr7sLiFOj0fjzsaAUAUV87/nGs=	2403:2c81:1000::a06f	False	None	103.125.233.3	False	None	False	None	None	None
gb-mnc-wg-004	gb-mnc	True	False	M247	True	135.136.21.2	False	73	True	100	BvBubnaVVynalBjiHxHxbtBLLMBC+suHZdonTpBT4zg=	2001:ac8:8b:107::f001	False	None	135.136.21.13	False	None	True	135.136.21.23	False	None
gb-lon-wg-204	gb-lon	True	False	xtom	True	185.248.85.48	False	29	True	100	tJVHqpfkV2Xgmd4YK60aoErSt6PmJKJjkggHNDfWwiU=	2a0b:89c1:3::a36f	False	None	None	None	None	False	None	None	None
gb-glw-wg-002	gb-glw	True	False	HostRoyale	True	185.201.188.33	False	62	False	100	tX+LKwiFvZhGtbuJq8e62+/vhogHNqdAdjHeoOlWqws=	2a06:3040:d:410::f101	False	None	None	None	None	False	None	None	None
gb-glw-wg-001	gb-glw	True	False	HostRoyale	True	185.201.188.3	False	62	False	100	xCPSxGj0QVKC637D8HpRsUUCaSfgAF4ephG/CjhQ2kU=	2a06:3040:d:410::f001	False	None	None	None	None	False	None	None	None
gb-lon-wg-001	gb-lon	True	True	31173	True	141.98.252.130	False	34	True	100	IJJe0TQtuQOyemL4IZn6oHEsMKSPqOuLfD5HoAWEPTY=	2a03:1b20:7:f011::a01f	False	None	185.195.232.98	False	None	False	185.195.232.99	False	None
gb-lon-wg-305	gb-lon	True	False	M247	True	146.70.119.2	False	33	True	100	QCmRXGF/4sefzm5bdfXEcN/fYQGrb+F6HbOzI/FK4hU=	2a04:9dc0:18:70::f001	False	None	146.70.119.13	False	None	False	146.70.119.23	False	None
hr-zag-wg-001	hr-zag	True	False	DataPacket	True	154.47.29.2	False	42	True	100	PJvsgLogdAgZiVSxwTDyk9ri02mLZGuElklHShIjDGM=	2a02:6ea0:f401:1::a01f	False	None	None	None	None	False	None	None	None
gb-lon-wg-308	gb-lon	True	False	M247	True	135.136.58.130	False	73	True	100	Piwplz/ROMLZqL/GEeH3//jcMYQ5oatOeWcKZOi0Nyk=	2a04:9dc0:18:73::f001	False	None	135.136.58.141	False	None	False	135.136.58.151	False	None
fr-par-wg-103	fr-par	True	False	M247	True	185.244.213.2	False	46	True	100	BKxcFQnXCpgpGk38nDIWKgl6oeABN3GyyreMrOY7qh4=	2001:ac8:25:3c::f001	False	None	185.244.213.13	False	None	True	185.244.213.23	False	None
gb-mnc-wg-202	gb-mnc	True	False	Veloxserv	True	167.160.13.127	False	21	False	1	OpQgffPufxbHQUbItRoezS2V+yAEBKZ10jfU82YIByI=	2a03:ee40:3304::f101	False	None	167.160.13.139	False	None	False	None	None	None
gb-lon-wg-201	gb-lon	True	False	xtom	True	185.248.85.3	False	29	True	100	b71Y8V/vVwNRGkL4d1zvApDVL18u7m31dN+x+i5OJVs=	2a0b:89c1:3::a33f	False	None	None	None	None	False	None	None	None
gr-ath-wg-102	gr-ath	True	False	DataPacket	True	149.102.246.15	False	42	True	100	OL0gbjlNt1s26CDQjRP9wgMZbgYff7/xyUI8ypOn01s=	2a02:6ea0:f501:3::f001	False	None	None	None	None	False	None	None	None
hk-hkg-wg-302	hk-hkg	True	False	M247	True	146.70.224.66	False	41	True	100	7FADgmd9KyAVs3eFJE/ob9tV3E6m/klONEEIOfCoPTU=	2001:ac8:a:19::f001	False	None	None	None	None	False	None	None	None
hk-hkg-wg-202	hk-hkg	False	False	xtom	True	103.125.233.3	False	7	False	100	zmhMPHfkgo+uQxP+l919Gw7cj5NTatg9nMU37eEUWis=	2403:2c81:1000::a05f	False	None	None	None	None	False	None	None	None
gr-ath-wg-101	gr-ath	True	False	DataPacket	True	149.102.246.2	False	42	True	100	li+thkAD7s6IZDgUoiKw4YSjM/U1q203PuthMzIJIU0=	2a02:6ea0:f501:2::f001	False	None	None	None	None	False	None	None	None
hr-zag-wg-002	hr-zag	True	False	DataPacket	True	154.47.29.15	False	42	True	100	V0iDOyLSj870sjGGenDvAWqJudlPKDc212cQN85snEo=	2a02:6ea0:f401:2::a01f	False	None	None	None	None	False	None	None	None
fr-par-wg-102	fr-par	False	False	M247	True	146.70.184.130	False	46	True	100	gx9/WJPB3eu9nbbDA+gku9BPKhpAnJ0heaE2BZEr6Go=	2001:ac8:25:3b::f001	False	None	146.70.184.141	False	None	True	146.70.184.151	False	None
gb-mnc-wg-201	gb-mnc	True	False	Veloxserv	True	167.160.13.3	False	21	False	400	x3APiw/mxJzdD+3WAPxTFnvOZHVotm6SGomHtMoR4Hg=	2a03:ee40:3304::f001	False	None	167.160.13.14	False	None	False	None	None	None
gb-mnc-wg-001	gb-mnc	True	False	M247	True	146.70.132.2	False	26	False	200	Q2khJLbTSFxmppPGHgq2HdxMQx7CczPZCgVpYZMoNnM=	2001:ac8:8b:104::f001	False	None	146.70.132.16	False	None	True	146.70.132.5	False	None
gb-mnc-wg-002	gb-mnc	True	False	M247	True	135.136.22.2	False	73	False	200	1yWXDkKtU7NQU1349DS/nvGr0XjQgsZFhRt2P+fVtTg=	2001:ac8:8b:105::f001	False	None	135.136.22.16	False	None	True	135.136.22.5	False	None
hk-hkg-wg-303	hk-hkg	True	False	M247	True	146.70.224.196	False	41	True	100	RtTENHB7VBUiowxtdAzopcb2Fvd+OFneN73k13oPUEo=	2001:ac8:a:1b::f001	False	None	None	None	None	False	None	None	None
hk-hkg-wg-203	hk-hkg	True	False	xtom	True	103.125.233.33	False	7	True	100	e3vqR6xVRps5ZlkL3/i6bHlrjeM/kNz+pWfSJ00UMQs=	2403:2c81:1000::f301	False	None	103.125.233.35	False	None	False	None	None	None
hu-bud-wg-102	hu-bud	True	False	M247	True	146.70.196.130	False	40	True	100	iEWLm2F4xV013ZETeZcT1dyUd5O+JnyndHso8RP8txw=	2001:ac8:26:54::f001	False	None	None	None	None	False	None	None	None
gb-lon-wg-306	gb-lon	True	False	M247	True	146.70.119.130	False	33	True	100	zTM3WRyxGSqh+ZMUBXDynlyOWYkSG/J/eTFb8boDAkw=	2a04:9dc0:18:71::f001	False	None	146.70.119.151	False	None	False	146.70.119.171	False	None
hu-bud-wg-101	hu-bud	True	False	M247	True	146.70.196.194	False	40	True	100	u+h0GmQJ8UBaMTi2BP9Ls6UUszcGC51y6vTmNr/y+AU=	2001:ac8:26:55::f001	False	None	None	None	None	False	None	None	None
il-tlv-wg-102	il-tlv	True	False	DataPacket	True	169.150.227.210	False	55	True	100	UNeML4rXjvOerAstTNf4gG5B+OfjVzjSQrWE6mrswD0=	2a02:6ea0:3b00:2::a02f	False	None	None	None	None	False	None	None	None
it-mil-wg-002	it-mil	True	False	DataPacket	True	178.249.211.79	False	21	True	200	RJ7e37UEP6hfyLQM/lJ2K5wcZOJQFhm2VhFaBniH1kg=	2a02:6ea0:d509:2::a10f	False	None	None	None	None	False	None	None	None
id-jpu-wg-001	id-jpu	True	False	Zenlayer	True	129.227.46.130	False	24	True	100	XYQvOrRqu8j521Hy/8+jGRDLZoSAssOvCectyKz350Y=	2602:ffe4:c0d:801d::f001	False	None	None	None	None	False	None	None	None
id-jpu-wg-002	id-jpu	True	False	Zenlayer	True	129.227.46.162	False	24	True	100	gWsH1w7lTYbsS+WxsE6w6vtXSAJoHM6PhDX5DFMYM1k=	2602:ffe4:c0d:801e::f101	False	None	None	None	None	False	None	None	None
hu-bud-wg-202	hu-bud	True	False	DataPacket	True	79.127.182.160	False	42	True	100	xiC/w18znzSImAuzMYpP5NH+1T912cwZXo8M1V4Ruiw=	2a02:6ea0:5700:2::f001	False	None	79.127.182.162	False	None	False	None	None	None
it-pmo-wg-002	it-pmo	True	False	DataPacket	True	149.22.91.79	False	42	True	100	bGtOejMzRDKzFR1gNBAi185dkr/5RtN+QiC8EVl4kU4=	2a02:6ea0:4f00::f101	False	None	None	None	None	False	None	None	None
il-tlv-wg-101	il-tlv	True	False	DataPacket	True	169.150.227.197	False	55	True	100	XOedjVJaT2IrEDJbzvtZeL4hP5uPRHzFxvD1cwVwUFo=	2a02:6ea0:3b00:1::a01f	False	None	None	None	None	False	None	None	None
gb-mnc-wg-003	gb-mnc	True	False	M247	True	135.136.22.130	False	73	True	100	3pCAP2xIdWn3O83V9tzuF0W5fmLkhFO+od0VsU3Kiy0=	2001:ac8:8b:106::f001	False	None	135.136.22.144	False	None	True	135.136.22.133	False	None
it-pmo-wg-001	it-pmo	True	False	DataPacket	True	149.22.91.66	False	42	True	100	cE6s9wV8jfAa84sgXWJ5C4d769m5Ki/XA3rxPdMWhVw=	2a02:6ea0:4f00::f001	False	None	None	None	None	False	None	None	None
it-mil-wg-001	it-mil	True	False	DataPacket	True	178.249.211.66	False	21	True	200	Sa9fFFthvihGMO4cPExJ7ZaWSHNYoXmOqZMvJsaxOVk=	2a02:6ea0:d509:1::a09f	False	None	None	None	None	False	None	None	None
jp-osa-wg-103	jp-osa	True	True	xtom	True	194.127.166.161	False	0	True	100	B4LgHDQA8GQtqer7jAEjVDiTBLTBYk6vdOY/sM8DbGI=	2a07:d883:600:3::f001	False	None	194.127.166.167	False	None	True	194.127.166.172	False	None
hk-hkg-wg-301	hk-hkg	True	False	M247	True	146.70.224.2	False	41	True	100	qbvU06SBHXnqMnpb49rnE0yC4AOWQcWl2bEScu18dh8=	2001:ac8:a:f::f001	False	None	None	None	None	False	146.70.224.62	False	None
ie-dub-wg-103	ie-dub	True	False	M247	True	130.195.213.130	False	27	True	100	/Q7cQuVZo0IYckUncGSzRnQssR1DC5veZWaAnf/yDTI=	2001:ac8:88:109::f001	False	None	130.195.213.144	False	None	False	130.195.213.133	False	None
jp-osa-wg-102	jp-osa	True	True	xtom	True	194.127.166.81	False	0	True	100	4Gl6OMUtsLEDIrg23j/COdpKsCi7W9tzM4zvBPXOy18=	2a07:d883:600:2::f001	False	None	194.127.166.87	False	None	True	194.127.166.92	False	None
hu-bud-wg-201	hu-bud	True	False	DataPacket	True	79.127.182.130	False	42	True	100	RPhw+caiytSurUMQfZhEFlxGK83xcwWMNtXCkpTqJBI=	2a02:6ea0:5700:1::f001	False	None	79.127.182.132	False	None	False	None	None	None
il-tlv-wg-103	il-tlv	True	False	DataPacket	True	169.150.227.222	False	55	True	100	11FJ/NY3jaAw1PSYG9w7bxsMxAzlI+1p8/juh1LJPT0=	2a02:6ea0:3b00:3::a03f	False	None	None	None	None	False	None	None	None
jp-osa-wg-001	jp-osa	True	False	xtom	True	194.114.136.3	False	7	True	0	uhbuY1A7g0yNu0lRhLTi020kYeAx34ED30BA5DQRHFo=	2403:fbc0:7000::f001	False	None	None	None	None	False	194.114.136.33	False	None
ie-dub-wg-102	ie-dub	True	False	M247	True	146.70.189.130	False	0	True	100	2RSnfqTRb0BL/bPaKGj0OA/qopQaNG1qtzEH2Y8JyjE=	2001:ac8:88:108::f001	False	None	146.70.189.144	False	None	False	146.70.189.133	False	None
ie-dub-wg-101	ie-dub	True	False	M247	True	146.70.189.2	False	0	True	100	2r0vPpM71ZXpseWXTXw3iwn2sjIHOTpw1V9sp03bLWw=	2001:ac8:88:107::f001	False	None	146.70.189.16	False	None	True	146.70.189.5	False	None
jp-tyo-wg-001	jp-tyo	True	False	DataPacket	True	138.199.21.239	False	31	True	200	AUo2zhQ0wCDy3/jmZgOe4QMncWWqrdME7BbY2UlkgyI=	2a02:6ea0:d31c::a15f	False	None	None	None	None	True	None	None	None
