hostname	location	active	owned	provider	stboot	ipv4_addr_in	ipv4_in_aws	ipv4_score	include_in_country	weight	pubkey	ipv6_addr_in	ipv6_in_aws	ipv6_score	shadowsocks_addr_in	shadowsocks_in_aws	shadowsocks_score	daita	quic_addr_in	quic_in_aws	quic_score
mx-qro-wg-002	mx-qro	True	False	DataPacket	True	149.88.22.142	False	42	True	100	kGkalo3qvm8MynKdzwW7CGBYXkqRwGhHfYVssgKOWnU=	2a02:6ea0:f803:1::f001	False	None	None	None	None	False	None	None	None
jp-osa-wg-004	jp-osa	True	False	xtom	True	194.114.136.96	False	7	True	0	JpDAtRuR39GLFKoQNiKvpzuJ65jOOLD7h85ekZ3reVc=	2403:fbc0:7000::f301	False	None	None	None	None	False	None	None	None
jp-osa-wg-002	jp-osa	True	False	xtom	True	194.114.136.34	False	7	True	0	wzGXxsYOraTCPZuRxfXVTNmoWsRkMFLqMqDxI4PutBg=	2403:fbc0:7000::f101	False	None	None	None	None	False	None	None	None
it-mil-wg-202	it-mil	True	False	M247	True	146.70.225.66	False	11	True	100	y5raL0QZx2CpOozrL+Knmjj7nnly3JKatFnxynjXpE0=	2001:ac8:24:18::f001	False	None	None	None	None	False	None	None	None
jp-osa-wg-003	jp-osa	True	False	xtom	True	194.114.136.65	False	7	True	0	Pt18GnBffElW0sqnd6IDRr5r0B/NDezy6NicoPI+fG8=	2403:fbc0:7000::f201	False	None	None	None	None	False	None	None	None
ng-los-wg-002	ng-los	True	False	DataPacket	True	79.127.149.159	False	98	True	100	Hel+ma9otIsWedjgK6Dp51t/WmUys+Q/hUqpvN7qBXg=	2a02:6ea0:5400:2::f001	False	None	79.127.149.161	False	None	False	None	None	None
it-mil-wg-003	it-mil	True	False	DataPacket	True	178.249.211.92	False	21	True	200	WOyki5Gzoez07X7D3jAhG68hpoiYIWAx1yypVbkQaVY=	2a02:6ea0:d509:3::a11f	False	None	None	None	None	False	None	None	None
jp-tyo-wg-201	jp-tyo	True	False	M247	True	146.70.201.2	False	3	True	100	5YlME8hOnWqvZ7iSampvPW5bG/dJ+PYpaBFV5kfp9UA=	2001:ac8:40:13::f001	False	None	146.70.201.13	False	None	True	146.70.201.23	False	None
mx-qro-wg-003	mx-qro	True	False	DataPacket	True	149.88.22.155	False	42	True	100	hRamkTwXw0usPFDorPl2vf1qP8chczEBcqeV5bA1QDA=	2a02:6ea0:f803:2::f001	False	None	None	None	None	False	None	None	None
jp-tyo-wg-203	jp-tyo	True	False	M247	True	135.136.55.2	False	18	True	100	nkNCONMj0uw6/PV/t8R1TX7q2+DKNSDIUCnxvc0fWjs=	2001:ac8:40:1d::f001	False	None	135.136.55.13	False	None	True	135.136.55.23	False	None
nl-ams-wg-003	nl-ams	True	True	31173	True	185.65.134.83	False	13	True	50	if4HpJZbN7jft5E9R9wAoTcggIu6eZhgYDvqxnwrXic=	2a03:1b20:3:f011::f201	False	None	2a03:1b20:3:f011::b202	False	None	False	None	None	None
mx-qro-wg-001	mx-qro	True	False	DataPacket	True	149.88.22.129	False	42	True	100	yxyntWsANEwxeR0pOPNAcfWY7zEVICZe9G+GxortzEY=	2a02:6ea0:f803::f001	False	None	None	None	None	True	149.88.22.141	False	None
jp-tyo-wg-002	jp-tyo	True	False	DataPacket	True	138.199.21.226	False	31	True	200	zdlqydCbeR7sG1y5L8sS65X1oOtRKvfVbAuFgqEGhi4=	2a02:6ea0:d31b::a14f	False	None	None	None	None	False	None	None	None
it-mil-wg-201	it-mil	True	False	M247	True	146.70.225.2	False	11	True	100	XHwDoIVZGoVfUYbfcPiRp1LhaOCDc0A3QrS72i3ztBw=	2001:ac8:24:17::f001	False	None	None	None	None	False	None	None	None
my-kul-wg-002	my-kul	True	False	Zenlayer	True	162.128.129.98	False	54	True	100	BVh+R5uifa9kn6fDNozd1OrnlGlV8qTr/IUIg0PDGl0=	2602:ffe4:c20:112::f101	False	None	162.128.129.100	False	None	False	None	None	None
my-kul-wg-001	my-kul	True	False	Zenlayer	True	98.98.47.130	False	54	True	100	RnwTFcAl6z4UfXio9ApLqlOjBcYvD0gWG0htl6fiCl4=	2602:ffe4:c20:112::f001	False	None	98.98.47.132	False	None	False	None	None	None
nl-ams-wg-202	nl-ams	True	False	DataPacket	True	169.150.196.15	False	42	True	100	BChJDLOwZu9Q1oH0UcrxcHP6xxHhyRbjrBUsE0e07Vk=	2a02:6ea0:c034:2::a31f	False	None	None	None	None	False	None	None	None
nl-ams-wg-007	nl-ams	True	True	31173	True	185.65.134.76	False	13	True	50	Os/BwxAIWehlypQ8QjrKVEK5PhY84b413+U3YWZJYXQ=	2a03:1b20:3:f011::f701	False	None	2a03:1b20:3:f011::b702	False	None	False	None	None	None
nl-ams-wg-008	nl-ams	True	True	31173	True	193.32.249.73	False	13	True	50	hf+klJbIyUoGUaFHgac9W+yriwb9uvSnafDfnmEW9Hc=	2a03:1b20:3:f011::f801	False	None	193.32.249.209	False	None	False	None	None	None
mx-qro-wg-004	mx-qro	True	False	DataPacket	True	149.88.22.168	False	42	True	100	Q3yqhnYHK/bFjrd6yqti8gSV1gzOwvnl5N5tXuUxMyk=	2a02:6ea0:f803:3::f001	False	None	None	None	None	False	None	None	None
nl-ams-wg-005	nl-ams	True	True	31173	True	193.32.249.70	False	13	True	50	33BoONMGCm2vknq2eq72eozRsHmHQY6ZHEEZ4851TkY=	2a03:1b20:3:f011::f401	False	None	2a03:1b20:3:f011::b402	False	None	False	None	None	None
nl-ams-wg-001	nl-ams	True	True	31173	True	193.32.249.66	False	13	True	50	UrQiI9ISdPPzd4ARw1NHOPKKvKvxUhjwRjaI0JpJFgM=	2a03:1b20:3:f011::f001	False	None	2a03:1b20:3:f011::b002	False	None	True	None	None	None
ng-los-wg-001	ng-los	True	False	DataPacket	True	79.127.149.130	False	98	True	100	nlpbIResE9vYypA9M/tKvfbUamsmCSawTqmq0cbVJjw=	2a02:6ea0:5400:1::f001	False	None	79.127.149.132	False	None	False	None	None	None
nl-ams-wg-201	nl-ams	True	False	DataPacket	True	169.150.196.2	False	42	True	100	vt+yTcpxWvH8qiSncd1wSPV/78vt2aE2BBU8ZbG7x1Q=	2a02:6ea0:c034:1::a30f	False	None	None	None	None	True	None	None	None
nl-ams-wg-101	nl-ams	True	False	xtom	True	92.60.40.194	False	29	True	0	m9w2Fr0rcN6R1a9HYrGnUTU176rTZIq2pcsovPd9sms=	2a0c:59c0:18::a20f	False	None	None	None	None	False	None	None	None
jp-osa-wg-101	jp-osa	True	True	xtom	True	194.127.166.2	False	0	True	100	qdFG9butVjZdtGFeQHuNftvf6ZmISf2J+v167rcPDU4=	2a07:d883:600:1::f001	False	None	194.127.166.8	False	None	True	194.127.166.13	False	None
jp-tyo-wg-202	jp-tyo	True	False	M247	True	146.70.201.130	False	3	True	100	3NykAEXAdeaT0qFstBkJorW3PDsBRUHHbBUc6YoIzAs=	2001:ac8:40:14::f001	False	None	146.70.201.141	False	None	True	146.70.201.151	False	None
nl-ams-wg-002	nl-ams	True	True	31173	True	185.65.134.82	False	13	True	50	DVui+5aifNFRIVDjH3v2y+dQ+uwI+HFZOd21ajbEpBo=	2a03:1b20:3:f011::a02f	False	None	2a03:1b20:3:f011::b102	False	None	True	185.65.134.218	False	None
no-osl-wg-101	no-osl	True	True	31173	True	141.98.253.5	False	0	True	100	QXR6DwdWn2urvyVNt5pFulLuhkyeuTp2STwGgEQ6Ehw=	2a03:1b20:c:f011:1::f001	False	None	141.98.253.7	False	None	False	141.98.253.8	False	None
nl-ams-wg-102	nl-ams	True	False	xtom	True	92.60.40.209	False	29	True	0	uUYbYGKoA6UBh1hfkAz5tAWFv4SmteYC9kWh7/K6Ah0=	2a0c:59c0:18::a21f	False	None	None	None	None	False	None	None	None
nl-ams-wg-006	nl-ams	True	True	31173	True	185.65.134.86	False	13	True	50	xpZ3ZDEukbqKQvdHwaqKMUhsYhcYD3uLPUh1ACsVr1s=	2a03:1b20:3:f011::f501	False	None	2a03:1b20:3:f011::b502	False	None	False	None	None	None
nl-ams-wg-004	nl-ams	True	True	31173	True	193.32.249.69	False	13	True	50	hnRyse6QxPPcZOoSwRsHUtK1W+APWXnIoaDTmH6JsHQ=	2a03:1b20:3:f011::f301	False	None	2a03:1b20:3:f011::b302	False	None	False	None	None	None
nl-ams-wg-103	nl-ams	True	False	xtom	True	92.60.40.224	False	29	True	0	CE7mlfDJ4gpwLPB/CyPfIusITnGZwDI9v4IlVueGT24=	2a0c:59c0:18::a22f	False	None	None	None	None	False	92.60.40.237	False	None
no-osl-wg-002	no-osl	True	True	Blix	True	176.125.235.72	False	11	True	100	IhhpKphSFWpwja1P4HBctZ367G3Q53EgdeFGZro29Tc=	2a02:20c8:4124::a02f	False	None	176.125.235.81	False	None	True	176.125.235.101	False	None
no-osl-wg-003	no-osl	True	True	Blix	True	176.125.235.73	False	11	True	100	zOBWmQ3BEOZKsYKbj4dC2hQjxCbr3eKa6wGWyEDYbC4=	2a02:20c8:4124::a03f	False	None	178.255.149.150	False	None	True	178.255.149.170	False	None
nl-ams-wg-203	nl-ams	True	False	DataPacket	True	169.150.196.28	False	42	True	100	M5z8TKjJYpIJ3FXoXy7k58IUaoVro2tWMKSgC5WIqR8=	2a02:6ea0:c034:3::a32f	False	None	None	None	None	False	None	None	None
no-svg-wg-001	no-svg	True	True	Blix	True	194.127.199.2	False	5	True	300	kduYoE/b1mA2Pjszx1CzE4Lktsdc2zsUU8Relul2m2U=	2a02:20c8:4120::a01f	False	None	2a02:20c8:4120::b002	False	None	False	None	None	None
nz-akl-wg-301	nz-akl	True	False	hostuniversal	True	103.75.11.50	False	34	True	100	BOEOP01bcND1a0zvmOxRHPB/ObgjgPIzBJE5wbm7B0M=	2404:f780:5:deb::f001	False	None	None	None	None	False	None	None	None
no-svg-wg-004	no-svg	True	True	Blix	True	194.127.199.93	False	5	True	300	Fu98PLCZw/FTcQqyTy0vzaepkfxuSLAah7wnafGVO1g=	2a02:20c8:4120::a04f	False	None	2a02:20c8:4120::b302	False	None	False	None	None	None
nz-akl-wg-302	nz-akl	True	False	hostuniversal	True	103.75.11.66	False	34	True	100	80WGWgFP9q3eU16MuLJISB1fzAu2LM2heschmokVSVU=	2404:f780:5:dec::c02f	False	None	None	None	None	False	None	None	None
nl-ams-wg-303	nl-ams	True	True	xtom	True	185.184.222.209	False	20	True	100	Ax99pLRK5ixjeBz50E2qB8aWRrj5mw0QEdS6ZThiA3o=	2a07:d883:700:3::f001	False	None	185.184.222.220	False	None	True	185.184.222.235	False	None
no-osl-wg-103	no-osl	True	True	31173	True	141.98.253.165	False	0	True	100	7aoQqj/A9rVeZmuT6kCRPuQ4Pf0yy2T2RlTo7P8LYGE=	2a03:1b20:c:f011:3::f001	False	None	141.98.253.167	False	None	False	141.98.253.168	False	None
ph-mnl-wg-002	ph-mnl	True	False	Zenlayer	True	156.59.127.194	False	3	True	100	TfNj4SJuIZzaXSxulpNzreDZXcX6GJJj+UYpqA2XMVE=	2602:ffe4:c06:11e::f101	False	None	156.59.127.196	False	None	False	None	None	None
pl-waw-wg-201	pl-waw	True	False	M247	True	45.128.38.226	False	35	True	100	XwFAczY5LdogFwE9soDecXWqywSCDGuRyJhr/0psI00=	2a0d:5600:13:67::a01f	False	None	None	None	None	False	None	None	None
nl-ams-wg-301	nl-ams	True	True	xtom	True	185.184.222.3	False	20	True	100	bcCnX0Rtwat5a02t80k0aVJU5Q3z48dwuePiSXQ1kEY=	2a07:d883:700:1::f001	False	None	185.184.222.14	False	None	True	185.184.222.30	False	None
pl-waw-wg-103	pl-waw	True	False	DataPacket	True	45.134.212.92	False	8	True	100	07eUtSNhiJ9dQXBmUqFODj0OqhmbKQGbRikIq9f90jM=	2a02:6ea0:ce08:3::a07f	False	None	None	None	None	False	None	None	None
nl-ams-wg-302	nl-ams	True	True	xtom	True	185.184.222.166	False	20	True	100	P40jSYOl1qrMXtRBszMp5W7bHZMDM7zyxysqJcUGxWw=	2a07:d883:700:2::f001	False	None	185.184.222.178	False	None	True	185.184.222.193	False	None
pt-lis-wg-302	pt-lis	True	False	HostRoyale	True	185.92.210.225	False	29	True	100	4V8TnXninUL+vjZqXKUIFnBPOhjFEicdVHa5ZMZhSzc=	2a06:3040:0:1410::f101	False	None	None	None	None	False	None	None	None
pe-lim-wg-002	pe-lim	True	False	DataPacket	True	95.173.223.159	False	18	True	100	y7LsVrzYjeMLlTZmVUuuDkFvJp0kONC6+w+wP0gUIyo=	2a02:6ea0:5500:2::f001	False	None	95.173.223.161	False	None	False	None	None	None
pt-lis-wg-201	pt-lis	True	False	DataPacket	True	149.88.20.206	False	42	True	100	JCAe7D/owe11Ii2rhpIKhGZvP/V1P1cVZwZAjpSRqmc=	2a02:6ea0:fb01:1::f001	False	None	None	None	None	False	None	None	None
pt-lis-wg-202	pt-lis	True	False	DataPacket	True	149.88.20.193	False	42	True	100	5P4CQYQeSozk/3KQZh/kl7tUMFGgRB60Ttx6x2nh+F8=	2a02:6ea0:fb01:2::f002	False	None	None	None	None	False	None	None	None
pl-waw-wg-101	pl-waw	True	False	DataPacket	True	45.134.212.66	False	8	True	100	fO4beJGkKZxosCZz1qunktieuPyzPnEVKVQNhzanjnA=	2a02:6ea0:ce08:1::f001	False	None	None	None	None	False	None	None	None
no-svg-wg-003	no-svg	True	True	Blix	True	194.127.199.62	False	5	True	300	btc4mh3n9jVCW6yikw3cOPct0x3B5cDK+kKnvgCV0S0=	2a02:20c8:4120::a03f	False	None	2a02:20c8:4120::b202	False	None	False	None	None	None
ro-buh-wg-001	ro-buh	True	False	M247	True	146.70.124.130	False	17	True	100	xpKhRTf9JI269S2PujLbrJm1TwIe67HD5CLe+sP4tUU=	2a04:9dc0:0:133::a01f	False	None	None	None	None	False	None	None	None
nz-akl-wg-303	nz-akl	True	False	hostuniversal	True	103.75.11.98	False	34	True	100	1G7/wskBBlY77PXMV3sSAv4eCm5IPjxx99Wlfs58QSI=	2404:f780:5:def::f201	False	None	None	None	None	False	None	None	None
ro-buh-wg-002	ro-buh	True	False	M247	True	146.70.124.194	False	17	True	100	Ekc3+qU88FuMfkEMyLlgRqDYv+WHJvUsfOMI/C0ydE4=	2a04:9dc0:0:135::f001	False	None	None	None	None	False	None	None	None
ph-mnl-wg-001	ph-mnl	True	False	Zenlayer	True	129.227.118.162	False	54	True	100	hORxMf/YMmN2/8VWOnTCdgGzGfEyXUEQQ5EBfoCyFDM=	2602:ffe4:c06:11e::f001	False	None	129.227.118.164	False	None	False	None	None	None
no-osl-wg-001	no-osl	True	True	Blix	True	176.125.235.71	False	11	True	100	jOUZjMq2PWHDzQxu3jPXktYB7EKeFwBzGZx56cTXXQg=	2a02:20c8:4124::a01f	False	None	91.90.44.27	False	None	True	91.90.44.47	False	None
rs-beg-wg-101	rs-beg	True	False	M247	True	146.70.193.2	False	73	True	100	Orrce1127WpljZa+xKbF21zJkJ9wM1M3VJ5GJ/UsIDU=	2001:ac8:7d:37::a01f	False	None	None	None	None	False	None	None	None
pl-waw-wg-202	pl-waw	True	False	M247	True	146.70.144.34	False	20	True	100	nyfOkamv1ryTS62lsmyU96cqI0dtqek84DhyxWgAQGY=	2a0d:5600:13:c47::a02f	False	None	None	None	None	False	None	None	None
no-osl-wg-102	no-osl	True	True	31173	True	141.98.253.85	False	0	True	100	MlS7Fep/Lx6d0j2c+ZWPWECAC+OpGVRq/NV4AWvw+C8=	2a03:1b20:c:f011:2::f001	False	None	141.98.253.87	False	None	False	141.98.253.88	False	None
se-got-wg-001	se-got	True	True	31173	True	185.213.154.66	False	0	True	1	5JMPeO7gXIbR5CnUa/NPNK4L5GqUnreF0/Bozai4pl4=	2a03:1b20:5:f011:31::a03f	False	None	185.213.154.238	False	None	False	None	None	None
se-mma-wg-001	se-mma	True	True	31173	True	193.138.218.220	False	0	True	100	Qn1QaXYTJJSmJSMw18CGdnFiVM0/Gj/15OdkxbXCSG0=	2a03:1b20:1:f410::fa01	False	None	2a03:1b20:1:f410::ba02	False	None	False	None	None	None
se-got-wg-005	se-got	True	True	31173	True	185.209.199.2	False	0	True	100	x4h55uXoIIKUqKjjm6PzNiZlzLjxjuAIKzvgU9UjOGw=	2a03:1b20:5:f011:5::f001	False	None	None	None	None	False	185.209.199.6	False	None
se-got-wg-004	se-got	True	True	31173	True	185.213.154.69	False	0	True	100	veGD6/aEY6sMfN3Ls7YWPmNgu3AheO7nQqsFT47YSws=	2a03:1b20:5:f011::a10f	False	None	2a03:1b20:5:f011:31::b402	False	None	False	None	None	None
se-got-wg-101	se-got	True	True	31173	True	185.213.154.70	False	0	True	100	B8UVAeNkAW4NiGHd1lpl933Drh4y7pMqpXJpH0SrGjQ=	2a03:1b20:5:f011::aaaf	False	None	None	None	None	False	None	None	None
no-svg-wg-002	no-svg	True	True	Blix	True	194.127.199.31	False	5	True	300	U9fbFesIIr2HotWdkfMpKyOEPk+RYtE2oYn3KoLmkj4=	2a02:20c8:4120::a02f	False	None	2a02:20c8:4120::b102	False	None	False	None	None	None
se-got-wg-002	se-got	True	True	31173	True	185.213.154.67	False	0	True	1	AtvE5KdPeQtOcE2QyXaPt9eQoBV3GBxzimQ2FIuGQ2U=	2a03:1b20:5:f011::a05f	False	None	2a03:1b20:5:f011:31::b202	False	None	False	None	None	None
pe-lim-wg-001	pe-lim	True	False	DataPacket	True	95.173.223.130	False	18	True	100	S4j4wshSstg9Au6ewFWr9vsZ8giovGPpKbKehXN8Nwc=	2a02:6ea0:5500:1::f001	False	None	95.173.223.132	False	None	False	None	None	None
se-mma-wg-003	se-mma	True	True	31173	True	193.138.218.83	False	0	True	100	fZFAcd8vqWOBpRqlXifsjzGf16gMTg2GuwKyZtkG6UU=	2a03:1b20:1:f410::a18f	False	None	2a03:1b20:1:f410::bc02	False	None	False	None	None	None
rs-beg-wg-102	rs-beg	True	False	M247	True	146.70.193.66	False	73	True	100	35lawt+YUx10ELTFhZhg4/xzXRmjxCl/j1O4RK5d60M=	2001:ac8:7d:38::a02f	False	None	None	None	None	False	None	None	None
pl-waw-wg-102	pl-waw	True	False	DataPacket	True	45.134.212.79	False	8	True	100	nJEWae9GebEY7yJONXQ1j4gbURV4QULjx388woAlbDs=	2a02:6ea0:ce08:2::a06f	False	None	None	None	None	False	None	None	None
se-got-wg-003	se-got	True	True	31173	True	185.213.154.68	False	0	True	100	BLNHNoGO88LjV/wDBa7CUUwUzPq/fO2UwcGLy56hKy4=	2a03:1b20:5:f011::a09f	False	None	2a03:1b20:5:f011:3:b:0:1	False	None	False	2a03:1b20:5:f011:3:c:0:1	False	None
se-mma-wg-102	se-mma	True	True	31173	True	45.83.220.69	False	0	True	200	cwglRdgLQ4gMG36TIYlc5OIemLNrYs4UM1KTc8mnzxk=	2a03:1b20:1:e011::a22f	False	None	2a03:1b20:1:e011::b202	False	None	False	None	None	None
se-mma-wg-005	se-mma	True	True	31173	True	193.138.218.82	False	0	True	100	qnJrQEf2JiDHMnMWFFxWz8I9NREockylVgYVE95s72s=	2a03:1b20:1:f410::a17f	False	None	2a03:1b20:1:f410::be02	False	None	False	None	None	None
pt-lis-wg-301	pt-lis	True	False	HostRoyale	True	185.92.210.195	False	29	True	100	A2+7EIVBsq1jZlnx0AWb8xkoaTkkn8LRFwAl3Qb/xTc=	2a06:3040:0:1410::f001	False	None	None	None	None	False	None	None	None
se-got-wg-008	se-got	True	True	31173	True	185.209.199.17	False	0	True	100	Vh3Y2LsBG1yN4kDeebOr3J6dFooGJIBTftzVqlWhiD4=	2a03:1b20:5:f011:8::f001	False	None	None	None	None	False	185.209.199.21	False	None
se-sto-wg-008	se-sto	True	True	31173	True	185.65.135.71	False	0	True	100	4nOXEaCDYBV//nsVXk7MrnHpxLV9MbGjt+IGQY//p3k=	2a03:1b20:4:f011::f701	False	None	None	None	None	False	None	None	None
se-mma-wg-002	se-mma	True	True	31173	True	193.138.218.80	False	0	True	100	5y66WShsFXqM5K7/4CPEGCWfk7PQyNhVBT2ILjbGm2I=	2a03:1b20:1:f410::a15f	False	None	2a03:1b20:1:f410::bb02	False	None	False	None	None	None
se-got-wg-006	se-got	True	True	31173	True	185.209.199.7	False	0	True	100	dcSpHioI+TY37dbZcviFA/sxSUqmpECXRZIapwR8pVg=	2a03:1b20:5:f011:6::f001	False	None	None	None	None	True	185.209.199.11	False	None
se-mma-wg-111	se-mma	True	True	31173	True	45.129.59.19	False	0	True	2	vi0PPk0ZCDvDMCSQD0mctmPFFH7NiawLxJquyPIGwAY=	2a03:1b20:1:e011::f701	False	None	45.129.59.29	False	None	True	45.129.59.25	False	None
se-mma-wg-011	se-mma	True	True	31173	True	141.98.255.94	False	0	True	2	vclzw8ytARhkEqw4cLUJPC3REvMZqWsO+7TYD/U2UVk=	2a03:1b20:1:f410::f101	False	None	141.98.255.96	False	None	False	None	None	None
se-mma-wg-012	se-mma	True	True	31173	True	141.98.255.97	False	0	True	2	aPcHJj3I1oISU8cwLz2Uyq4ctUOXdTpuS96aW89snUs=	2a03:1b20:1:f410::f201	False	None	141.98.255.99	False	None	False	None	None	None
se-sto-wg-012	se-sto	True	True	31173	True	185.195.233.66	False	0	True	100	1493vtFUbIfSpQKRBki/1d0YgWIQwMV4AQAvGxjCNVM=	2a03:1b20:4:f011::fb01	False	None	None	None	None	False	None	None	None
se-got-wg-007	se-got	True	True	31173	True	185.209.199.12	False	0	True	100	ywfkKYdoVAnjsSYW145ACtrw3DV8xTzFS1hlIO7QRD4=	2a03:1b20:5:f011:7::f001	False	None	None	None	None	False	185.209.199.16	False	None
se-mma-wg-103	se-mma	True	True	31173	True	45.83.220.70	False	0	True	100	XscA5gebj51nmhAr6o+aUCnMHWGjbS1Gvvd0tuLRiFE=	2a03:1b20:1:e011::a23f	False	None	2a03:1b20:1:e011::b302	False	None	False	None	None	None
se-sto-wg-001	se-sto	True	True	31173	True	85.195.233.76	False	6	True	100	MkP/Jytkg51/Y/EostONjIN6YaFRpsAYiNKMX27/CAY=	2a03:1b20:4:f011::999f	False	None	None	None	None	False	None	None	None
se-sto-wg-013	se-sto	True	True	31173	True	185.195.233.67	False	0	True	100	u3pZZjXm0NHCNqPIhKlZ7Vy6CQm5G9YpfgvaywurTho=	2a03:1b20:4:f011::fe01	False	None	None	None	None	False	None	None	None
se-sto-wg-003	se-sto	True	True	31173	True	185.65.135.68	False	0	True	100	qZbwfoY4LHhDPzUROFbG+LqOjB0+Odwjg/Nv3kGolWc=	2a03:1b20:4:f011::f201	False	None	None	None	None	False	None	None	None
se-mma-wg-004	se-mma	True	True	31173	True	193.138.218.130	False	0	False	100	m4jnogFbACz7LByjo++8z5+1WV0BuR1T7E1OWA+n8h0=	2a03:1b20:1:f410:40::a04f	False	None	None	None	None	False	None	None	None
se-sto-wg-014	se-sto	True	True	31173	True	185.195.233.68	False	0	True	100	DYlwUsH63DLjEfKC9yq7P+FoQx99WdKvZGGhXoUZVgk=	2a03:1b20:4:f011::fd01	False	None	None	None	None	False	None	None	None
se-sto-wg-201	se-sto	True	True	DataPacket	True	89.37.63.10	False	0	True	300	V5RUvv8xp3xYc9b/KoGjTL6EUEb2mTv+8egxuEvUAnc=	2a02:6ea0:1508:1::f001	False	None	89.37.63.16	False	None	False	89.37.63.15	False	None
se-sto-wg-010	se-sto	True	True	31173	True	185.195.233.70	False	0	True	1	pWhNidLbYca9j66c7iw/3kgtU+UyFRIgc75xy8riqzg=	2a03:1b20:4:f011::a10f	False	None	2a03:1b20:4:f011::b902	False	None	False	None	None	None
se-sto-wg-009	se-sto	True	True	31173	True	185.195.233.69	False	0	False	1	t1XlQD7rER0JUPrmh3R5IpxjUP9YOqodJAwfRorNxl4=	2a03:1b20:4:f011::a09f	False	None	2a03:1b20:4:f011::b802	False	None	True	185.195.233.172	False	None
se-sto-wg-007	se-sto	True	True	31173	True	185.65.135.70	False	0	True	100	YD4k8xaiw2kcRhfLRf2UiRNcDmvvu5NV0xT4d5xOFzU=	2a03:1b20:4:f011::b07f	False	None	2a03:1b20:4:f011::b602	False	None	False	None	None	None
se-sto-wg-002	se-sto	True	True	31173	True	185.65.135.67	False	0	True	100	q2ZZPfumPaRVl4DJfzNdQF/GHfe6BYAzQ2GZZHb6rmI=	2a03:1b20:4:f011::a02f	False	None	2a03:1b20:4:f011::b102	False	None	False	2a03:1b20:4:f011::c102	False	None
se-sto-wg-011	se-sto	True	True	31173	True	185.195.233.71	False	0	True	100	GqKpm8VwKJQLQEQ0PXbkRueY9hDqiMibr+EpW3n9syk=	2a03:1b20:4:f011::a11f	False	None	2a03:1b20:4:f011::ba02	False	None	False	None	None	None
se-mma-wg-101	se-mma	False	True	31173	True	45.83.220.68	False	0	True	200	7ncbaCb+9za3jnXlR95I6dJBkwL1ABB5i4ndFUesYxE=	2a03:1b20:1:e011::a21f	False	None	2a03:1b20:1:e011::b002	False	None	False	None	None	None
se-sto-wg-205	se-sto	True	True	DataPacket	True	170.62.100.10	False	0	True	300	9V4G5BERZI4xHudcIf5wdDG77XZSY08lVEiXrAGXuEE=	2a02:6ea0:1508:5::f001	False	None	170.62.100.16	False	None	True	170.62.100.15	False	None
se-mma-wg-112	se-mma	True	True	31173	True	45.129.59.129	False	0	True	2	bysuFAwy+jwl5IePhY06/j7ByWDsAtU5pKPo44k4qEY=	2a03:1b20:1:e011::f601	False	None	45.129.59.139	False	None	True	45.129.59.135	False	None
se-sto-wg-208	se-sto	True	True	DataPacket	True	170.62.100.170	False	0	True	300	HozGhf1OfjFEASBzjmktB9AKkIgbC+OhSabZKwT6EHc=	2a02:6ea0:1508:8::f001	False	None	170.62.100.176	False	None	True	170.62.100.175	False	None
se-sto-wg-203	se-sto	True	True	DataPacket	True	89.37.63.129	False	0	True	300	mkBf9JhtMPHS3w0FfJOwSS5kfmUQ0RGSLXBdxUNlzTs=	2a02:6ea0:1508:3::f001	False	None	89.37.63.135	False	None	False	89.37.63.134	False	None
se-sto-wg-202	se-sto	True	True	DataPacket	True	89.37.63.66	False	0	True	300	S4fVJ6wjUxrRQsDZwWvKVLtcNBJgoSshkqy3wXWG0UM=	2a02:6ea0:1508:2::f001	False	None	89.37.63.72	False	None	False	89.37.63.71	False	None
se-sto-wg-206	se-sto	True	True	DataPacket	True	170.62.100.66	False	0	True	300	9KHMuwHqa1Mx2VrKX3cvqLN/ZPDjH5/z0q+IWbfrmW8=	2a02:6ea0:1508:6::f001	False	None	170.62.100.72	False	None	True	170.62.100.71	False	None
sg-sin-wg-101	sg-sin	True	False	M247	True	146.70.199.194	False	0	True	100	KB6ZA1PAixd74c+mO0VBY4j7LaitK8B4L1APbFIQyQ0=	2a0d:5600:d:44::a01f	False	None	None	None	None	False	None	None	None
si-lju-wg-002	si-lju	True	False	HostRoyale	True	93.115.0.33	False	29	True	100	HkPoWKRG/KV2C8afaaah9Jl5lYuvJo1loCaFadKDZVU=	2a06:3040:7:210::f101	False	None	None	None	None	False	None	None	None
se-sto-wg-209	se-sto	True	True	DataPacket	True	170.62.100.211	False	0	True	300	r3360zyxOKxUthx90sfRkLZBt1Q5alk45/H9Dkq5kFM=	2a02:6ea0:1508:9::f001	False	None	170.62.100.217	False	None	True	170.62.100.216	False	None
ua-iev-wg-001	ua-iev	True	False	DataPacket	True	149.102.240.79	False	42	True	100	PO2o3ewguPP24wLy8bbDqx1xuAnTOIVzdzVGVT0d8kU=	2a02:6ea0:e109:2::a01f	False	None	None	None	None	False	None	None	None
se-sto-wg-207	se-sto	True	True	DataPacket	True	170.62.100.129	False	0	True	300	OatHF/w6fOg8w2415s8zPSXw6LtcYOm+90pqyJ5ZsVY=	2a02:6ea0:1508:7::f001	False	None	170.62.100.135	False	None	True	170.62.100.134	False	None
